Company,Inches,Memory,OpSys,Price_euros,height,width,Clock,Weight_in_kg
MSI,17.3,16,Windows 10,2249.0,1080,1920,2.8,2.8
HP,15.6,8,Windows 7,1899.0,1080,1920,2.6,2.0
Dell,14.0,8,Linux,1089.0,1080,1920,2.8,1.64
Acer,15.6,4,Windows 10,599.0,768,1366,2.5,2.1
Microsoft,13.5,8,Windows 10 S,1340.0,1504,2256,2.5,1.252
Acer,14.0,4,Windows 10,349.0,768,1366,1.6,1.6
Asus,15.6,8,Windows 10,399.0,768,1366,1.1,2.0
Dell,15.6,8,Windows 10,1199.0,1080,1920,2.8,2.62
Lenovo,14.0,8,No OS,599.0,1080,1920,2.7,1.7
Dell,15.6,4,Linux,428.0,1080,1920,2.0,2.25
Lenovo,15.6,4,Windows 10,489.9,768,1366,2.0,2.1
Asus,17.3,32,Windows 10,3890.0,1080,1920,2.9,4.7
HP,15.6,8,Windows 10,794.0,1080,1920,1.6,2.1
Asus,14.0,8,Windows 10,1099.0,1080,1920,1.8,1.25
Acer,17.3,4,Windows 10,598.0,900,1600,2.0,3.3
Lenovo,17.3,4,Windows 10,489.0,900,1600,2.2,2.6
Asus,17.3,4,Windows 10,564.0,1080,1920,2.0,2.0
HP,13.3,8,Windows 10,1799.0,1440,2560,2.6,1.48
Dell,15.6,8,Windows 10,819.0,1080,1920,1.8,2.08
Asus,15.6,4,Windows 10,339.0,768,1366,1.1,2.0
Acer,14.0,8,Windows 10,770.0,1080,1920,1.6,1.6
Microsoft,13.5,16,Windows 10 S,2589.0,1504,2256,2.5,1.25
Dell,13.3,8,Windows 10,949.0,1080,1920,1.6,1.41
Samsung,15.6,16,Windows 10,1699.0,1080,1920,2.8,2.5
Lenovo,14.0,16,Windows 10,2509.0,1440,2560,2.7,1.42
Acer,15.6,4,Windows 10,410.8,768,1366,2.0,2.4
HP,14.0,8,Windows 7,1469.0,1080,1920,2.3,1.43
Lenovo,17.3,6,Windows 10,949.0,900,1600,2.7,2.8
Acer,15.6,4,Windows 10,544.0,1080,1920,2.0,2.23
Dell,15.6,4,Windows 10,499.0,768,1366,2.0,2.3
HP,15.6,4,Windows 10,369.0,768,1366,2.5,1.86
HP,15.6,8,Windows 10,618.99,768,1366,2.5,1.91
Dell,13.3,16,Windows 10,2680.0,1800,3200,2.7,1.2
Lenovo,14.0,8,Windows 10,859.0,1080,1920,2.7,1.87
MSI,18.4,32,Windows 10,2799.0,1080,1920,2.9,4.4
Dell,15.6,4,Windows 10,490.0,768,1366,2.0,2.29
Lenovo,17.3,8,Windows 10,659.0,900,1600,2.3,3.0
HP,15.6,4,Windows 10,499.0,1080,1920,2.0,2.1
HP,11.6,2,Windows 10,209.0,768,1366,1.6,1.17
Apple,13.3,8,macOS,1158.7,900,1440,1.8,1.34
HP,15.6,4,No OS,364.9,768,1366,2.0,1.86
Asus,15.6,16,Windows 10,1799.0,1080,1920,2.8,2.5
Dell,15.6,8,Windows 10,999.0,1080,1920,2.5,2.65
Dell,15.6,32,Windows 10,2639.0,2160,3840,2.8,2.06
HP,13.3,8,Windows 10,1149.0,1800,3200,2.7,1.39
Lenovo,15.6,6,Windows 10,549.0,1080,1920,3.6,2.2
MSI,17.3,16,Windows 10,2499.0,1080,1920,2.8,4.14
HP,14.0,4,Windows 10,1060.0,768,1366,2.5,1.95
Asus,17.3,16,Windows 10,2199.0,1080,1920,3.0,3.25
Acer,15.6,4,Windows 10,499.0,1080,1920,2.4,2.4
Lenovo,15.6,4,No OS,450.0,768,1366,2.0,1.9
Acer,15.6,4,Linux,289.0,768,1366,1.6,2.4
Lenovo,14.0,8,Windows 7,1340.0,1080,1920,2.3,2.02
Toshiba,12.5,8,Windows 10,1790.0,1080,1920,2.7,1.1
Samsung,15.0,16,Windows 10,1799.0,1080,1920,2.7,1.71
HP,13.3,4,Windows 10,1799.0,1080,1920,2.5,1.28
Lenovo,13.3,16,Windows 10,1499.0,1080,1920,2.7,1.4
Lenovo,17.3,8,Windows 10,519.0,900,1600,2.5,2.8
Toshiba,15.6,8,Windows 10,860.0,1080,1920,2.5,2.0
Lenovo,14.0,8,Windows 10,2049.0,1080,1920,2.7,1.13
Dell,15.6,16,Windows 10,859.01,1080,1920,2.7,2.3
Asus,17.3,8,Windows 10,891.0,1080,1920,2.5,2.69
Lenovo,14.0,8,Windows 7,2050.38,1080,1920,2.6,1.8
HP,15.6,4,No OS,349.0,1080,1920,2.0,2.1
HP,17.3,8,Windows 10,977.0,1080,1920,1.6,2.5
MSI,17.3,16,Windows 10,2029.0,1080,1920,2.8,2.9
Acer,11.6,4,Windows 10,269.0,768,1366,1.6,1.4
Lenovo,15.6,8,Windows 10,817.95,1080,1920,2.5,1.9
Asus,15.6,4,Linux,519.0,1080,1920,2.5,2.1
Acer,15.6,12,Windows 10,1009.0,1080,1920,2.5,2.4
Acer,15.6,4,Windows 10,572.0,1080,1920,2.7,2.2
Toshiba,15.6,16,Windows 10,1975.0,1080,1920,2.6,2.4
Lenovo,15.6,4,Windows 10,409.0,1080,1920,2.0,2.2
Acer,17.3,16,Windows 10,2299.0,1080,1920,2.8,4.2
Acer,15.6,4,Windows 10,613.0,1080,1920,1.6,2.2
HP,14.0,8,Windows 7,1195.0,1080,1920,2.3,1.95
Lenovo,11.6,4,Chrome OS,265.0,768,1366,1.6,1.25
Lenovo,13.3,8,Windows 10,1970.0,1080,1920,2.7,1.37
Dell,15.6,16,Windows 10,1607.96,1080,1920,1.9,1.88
Lenovo,13.3,4,Windows 10,549.0,1080,1920,2.4,1.5
Apple,13.3,8,macOS,1339.69,1600,2560,2.3,1.37
HP,15.6,4,Windows 10,439.0,768,1366,2.0,1.86
Dell,15.6,8,Windows 10,469.01,768,1366,2.4,2.3
Dell,14.0,8,Windows 10,740.0,768,1366,2.3,1.79
Razer,12.5,8,Windows 10,1029.0,2160,3840,2.5,1.25
HP,13.3,8,Windows 10,960.0,1080,1920,2.5,1.49
Dell,14.0,8,Windows 10,1205.0,1080,1920,2.8,1.6
Asus,17.3,12,Windows 10,1369.9,1080,1920,2.5,2.2
Dell,17.3,32,Windows 10,3588.8,1080,1920,2.8,4.42
Lenovo,15.6,4,No OS,309.0,768,1366,2.9,2.2
HP,15.6,8,Windows 10,589.0,768,1366,2.5,1.91
HP,15.6,4,No OS,259.0,768,1366,1.6,1.86
Lenovo,15.6,4,Windows 10,540.0,768,1366,2.3,2.1
Dell,17.3,16,Windows 10,3012.77,1080,1920,2.8,4.42
Asus,15.6,8,Windows 10,699.0,1080,1920,3.0,2.45
Lenovo,14.0,4,Windows 10,833.01,1080,1920,2.3,1.8
Dell,13.3,8,Windows 10,1399.0,1080,1920,1.6,1.23
Toshiba,14.0,4,Windows 10,1020.0,768,1366,2.3,1.75
Asus,13.3,8,Windows 10,928.0,1080,1920,2.5,1.27
Asus,17.3,16,Windows 10,1799.0,1080,1920,2.8,4.3
Asus,17.3,12,Linux,949.0,1080,1920,2.8,3.0
Dell,15.6,4,Windows 10,449.0,1080,1920,2.0,2.2
Asus,14.0,4,Windows 10,509.0,768,1366,2.4,1.3
HP,14.0,8,Windows 10,1887.21,1080,1920,2.5,1.54
Acer,15.6,6,Windows 10,549.0,768,1366,2.5,2.23
HP,15.6,6,Windows 10,764.0,768,1366,2.5,2.19
HP,15.6,4,No OS,288.9,768,1366,1.6,1.86
Lenovo,15.6,8,Windows 10,911.0,1080,1920,2.5,2.3
Lenovo,15.6,6,Windows 10,569.0,1080,1920,2.3,2.4
Lenovo,15.6,8,No OS,499.0,768,1366,2.0,2.2
Lenovo,12.5,8,Windows 10,1099.0,768,1366,2.3,1.3
Dell,15.6,8,Windows 10,999.0,1080,1920,2.5,2.191
Asus,15.6,4,Linux,274.99,768,1366,1.1,2.0
Chuwi,12.3,6,Windows 10,449.0,1824,2736,1.1,1.4
Acer,15.6,4,Windows 10,348.0,768,1366,1.1,2.1
Dell,15.6,8,Windows 10,1298.0,1080,1920,1.9,1.88
HP,15.6,4,Windows 10,521.47,768,1366,1.6,2.04
Lenovo,17.3,8,No OS,698.0,900,1600,1.6,2.8
Lenovo,14.0,8,Windows 10,999.0,1080,1920,2.5,1.7
MSI,15.6,8,Windows 10,1119.91,1080,1920,2.5,2.2
HP,13.3,4,Windows 10,754.0,1080,1920,1.6,1.49
Acer,17.3,16,Windows 10,2599.0,1080,1920,2.8,4.2
Dell,13.3,8,Windows 10,1449.9,1080,1920,1.6,1.2
Toshiba,15.6,4,Windows 10,489.0,768,1366,2.4,2.0
HP,15.6,8,Windows 10,889.0,1080,1920,2.5,2.04
Lenovo,15.6,4,Windows 10,468.0,1080,1920,2.0,2.2
Asus,13.3,8,Windows 10,1358.0,1080,1920,2.5,1.1
Toshiba,13.3,32,Windows 10,2799.0,1080,1920,2.7,1.05
MSI,17.3,8,Windows 10,1095.0,1080,1920,2.5,2.7
HP,15.6,4,No OS,345.99,768,1366,2.0,1.86
Lenovo,14.0,12,Windows 10,1673.0,1080,1920,2.6,1.4
Dell,15.6,16,Windows 10,1135.0,1080,1920,1.8,2.2
Acer,13.3,8,Windows 10,689.0,1080,1920,2.3,1.6
HP,15.6,6,Windows 10,650.0,1080,1920,3.0,2.1
Huawei,13.0,8,Windows 10,1499.0,1440,2160,2.7,1.05
Dell,15.6,8,Windows 10,728.0,1080,1920,1.6,2.13
Acer,14.0,8,Windows 10,884.0,1080,1920,1.8,1.6
Lenovo,13.3,4,Windows 10,881.0,1080,1920,2.5,1.44
Toshiba,13.3,4,Windows 10,1285.0,1080,1920,2.5,1.05
Lenovo,15.6,4,No OS,368.0,768,1366,2.0,1.9
Dell,17.3,16,Windows 10,1549.0,1080,1920,1.8,2.77
Dell,15.6,16,Windows 10,1499.0,1080,1920,2.8,2.65
HP,17.3,8,Windows 10,1907.99,1080,1920,2.8,3.14
MSI,15.6,16,Windows 10,1299.0,1080,1920,2.8,2.2
HP,14.0,4,Windows 10,1205.0,1080,1920,2.5,1.95
Lenovo,15.6,4,Windows 10,344.0,1080,1920,1.1,2.2
HP,15.6,8,Windows 10,1349.0,1080,1920,2.6,1.84
HP,15.6,8,Windows 7,2229.0,1080,1920,2.6,2.59
Lenovo,14.0,8,Windows 10,1072.0,1080,1920,2.3,1.9
Chuwi,15.6,4,Windows 10,248.9,1080,1920,1.44,1.89
HP,17.3,12,Windows 10,1699.0,1080,1920,2.8,3.78
HP,15.6,8,Windows 10,659.0,1080,1920,1.8,1.91
Dell,17.3,4,Windows 10,659.0,900,1600,2.0,2.36
Dell,13.3,16,Windows 10,2254.0,1800,3200,2.7,1.2
Dell,15.6,4,Linux,455.7,768,1366,2.0,2.18
Acer,15.6,4,Chrome OS,209.0,768,1366,1.5,2.2
Dell,17.3,8,Windows 10,1085.0,1080,1920,1.6,2.8
HP,15.6,4,Windows 10,478.0,1080,1920,2.0,2.1
HP,12.5,8,Windows 7,2296.95,1080,1920,2.5,1.26
Lenovo,14.0,8,Windows 10,1099.0,1080,1920,2.5,1.5
Lenovo,13.3,8,Windows 10,960.0,1080,1920,2.5,1.44
Lenovo,15.6,4,Windows 10,298.0,768,1366,2.0,2.19
Dell,15.6,8,Windows 10,979.0,1080,1920,1.8,2.36
Dell,15.6,8,Windows 10,565.0,1080,1920,2.5,2.24
MSI,17.3,16,Windows 10,2649.0,2160,3840,2.6,2.43
Lenovo,15.6,16,Windows 10,1499.0,1080,1920,2.8,3.2
HP,15.6,8,Windows 10,1099.0,1080,1920,2.8,2.2
HP,15.6,4,Windows 10,499.0,1080,1920,3.0,1.91
Dell,12.5,8,Windows 10,1690.0,1080,1920,2.8,1.6
Acer,15.6,4,Windows 10,449.0,768,1366,2.0,2.1
Lenovo,15.6,8,No OS,499.0,1080,1920,2.4,2.2
HP,13.3,8,Windows 10,1629.0,1080,1920,2.4,1.48
Lenovo,15.6,4,Windows 10,309.0,768,1366,1.1,2.2
HP,15.6,8,Windows 10,846.5,768,1366,2.5,2.04
Toshiba,15.6,4,Windows 10,780.0,768,1366,2.3,2.1
Lenovo,15.6,8,Windows 10,459.0,768,1366,2.3,2.29
Dell,14.0,8,Windows 10,879.0,1080,1920,1.6,1.7
Dell,15.6,8,Linux,735.07,1080,1920,1.8,2.14
Dell,15.0,4,Windows 10,509.0,1080,1920,2.4,2.08
Lenovo,17.3,4,Windows 10,489.0,900,1600,2.0,2.8
Acer,15.6,4,Windows 10,380.0,768,1366,1.1,2.4
Toshiba,13.3,8,Windows 10,973.0,1080,1920,2.5,1.5
Dell,15.6,8,Windows 10,899.0,1080,1920,2.7,2.33
MSI,17.3,16,Windows 10,2048.9,1080,1920,2.8,2.43
Acer,15.6,4,Linux,367.0,768,1366,2.7,2.1
Lenovo,15.6,4,Windows 10,779.0,1080,1920,2.7,1.85
Lenovo,15.6,6,Windows 10,695.0,1080,1920,2.5,2.4
Lenovo,15.6,4,No OS,398.0,768,1366,2.3,2.1
HP,11.6,4,Chrome OS,615.0,768,1366,1.1,1.4
HP,12.5,8,Windows 10,3100.0,2160,3840,1.2,1.09
Lenovo,15.6,4,No OS,462.35,1080,1920,2.3,2.15
Vero,14.0,2,Windows 10,210.8,768,1366,1.44,1.45
HP,17.3,6,Windows 10,569.0,1080,1920,2.4,2.65
MSI,15.6,16,Windows 10,2094.48,1080,1920,2.8,1.8
Vero,14.0,4,Windows 10,260.0,1080,1920,1.1,1.3
Dell,17.3,8,Windows 10,2046.0,1080,1920,2.7,4.42
MSI,17.3,8,Windows 10,1349.0,1080,1920,2.8,2.7
MSI,15.6,16,Windows 10,1294.0,1080,1920,2.8,2.4
Lenovo,15.6,8,Windows 10,1048.0,1080,1920,2.8,2.5
HP,11.6,2,Windows 10,209.0,768,1366,1.6,1.17
Dell,15.6,8,Linux,589.52,768,1366,2.5,2.32
Lenovo,14.0,8,Windows 10,1215.38,1080,1920,1.8,1.75
HP,15.6,4,Windows 10,488.99,1080,1920,3.0,1.91
HP,15.6,4,Windows 10,469.0,1080,1920,2.0,2.1
Acer,14.0,8,Windows 10,389.0,768,1366,2.0,2.1
Lenovo,15.6,8,Windows 10,1529.0,1080,1920,2.6,2.3
Dell,15.6,8,Windows 10,1046.44,1080,1920,2.4,2.09
Asus,11.6,4,Windows 10 S,340.0,768,1366,1.1,1.2
Acer,14.0,4,Chrome OS,349.0,768,1366,1.6,1.68
Dell,15.6,4,Linux,569.0,1080,1920,2.5,2.18
Dell,13.3,8,Windows 10,1629.0,1080,1920,1.6,1.21
HP,14.0,8,Windows 10,1500.0,1080,1920,2.5,1.43
HP,15.6,4,Windows 10,668.48,768,1366,2.4,2.1
Dell,15.6,4,Linux,465.0,768,1366,2.0,2.18
Dell,15.6,8,Windows 10,749.0,768,1366,2.7,2.36
Dell,13.3,8,Windows 10,1649.0,1080,1920,1.8,1.21
Lenovo,14.0,4,Windows 7,1002.0,768,1366,2.3,1.7
Asus,15.6,16,Windows 10,2325.0,1080,1920,2.6,2.34
Lenovo,14.0,4,Windows 10,1096.0,1080,1920,2.3,1.7
Lenovo,13.3,8,Windows 10,949.0,1080,1920,2.4,1.4
MSI,17.3,8,Windows 10,1191.8,1080,1920,2.8,2.7
MSI,15.6,16,Windows 10,2153.37,1080,1920,2.6,1.91
HP,15.6,4,Windows 10,742.0,768,1366,2.5,2.04
HP,15.6,4,No OS,344.99,1080,1920,2.0,1.86
Lenovo,15.6,8,Windows 10,1229.56,1080,1920,1.8,2.1
Acer,11.6,4,Chrome OS,297.0,768,1366,1.6,1.25
Asus,15.6,4,Linux,224.0,768,1366,1.1,2.0
Asus,15.6,8,Linux,522.99,768,1366,2.5,2.3
Dell,15.6,8,Windows 10,1060.49,1080,1920,2.8,2.56
Dell,13.3,4,Windows 10,689.0,768,1366,2.0,1.65
Toshiba,14.0,16,Windows 10,1865.0,1080,1920,2.7,1.24
Lenovo,14.0,8,Windows 10,1650.0,1080,1920,2.6,1.32
Lenovo,15.6,4,No OS,467.0,1080,1920,2.5,2.2
Lenovo,12.5,8,Windows 10,1713.49,1080,1920,2.5,1.3
Dell,15.6,8,Windows 10,1142.4,1080,1920,1.8,2.02
Acer,14.0,4,Chrome OS,375.0,768,1366,1.6,1.45
Asus,15.6,4,Windows 10,349.0,768,1366,1.8,2.0
MSI,15.6,8,Windows 10,1476.11,1080,1920,2.6,2.2
HP,14.0,4,Windows 10,699.0,1080,1920,2.4,1.63
Lenovo,15.6,4,Windows 10,318.0,768,1366,1.6,2.1
Lenovo,14.0,8,Windows 10,2339.0,1440,2560,2.5,1.27
Asus,13.3,8,Windows 10,729.0,1080,1920,0.9,1.2
Toshiba,15.6,4,Windows 10,447.0,768,1366,2.2,2.1
HP,14.0,8,Windows 10,1010.51,1080,1920,2.5,1.64
HP,17.3,16,Windows 10,1059.0,1080,1920,1.8,2.9
HP,14.0,4,Windows 10,779.0,768,1366,2.5,1.64
HP,14.0,8,Windows 10,1268.0,1080,1920,2.6,1.48
Asus,15.6,4,Windows 10,309.0,768,1366,1.6,2.65
Apple,13.3,8,macOS,1518.55,1600,2560,2.3,1.37
Asus,11.6,2,Windows 10,245.0,768,1366,1.1,1.1
Acer,15.6,8,Windows 10,659.0,768,1366,2.7,2.2
Samsung,13.3,8,Windows 10,1599.0,1080,1920,2.7,1.31
Lenovo,15.6,6,Windows 10,564.0,1080,1920,2.5,2.4
Dell,15.6,8,Windows 10,1009.9,1080,1920,2.7,2.18
Lenovo,13.3,16,Windows 10,1799.0,1800,3200,2.2,1.3
Dell,15.6,8,Windows 10,1778.0,1080,1920,2.8,2.23
Toshiba,13.3,8,Windows 10,1363.0,1080,1920,2.5,1.2
HP,13.3,8,Windows 10,1499.0,2160,3840,1.6,1.29
Lenovo,15.6,6,Windows 10,789.0,1080,1920,2.7,2.2
HP,15.6,12,Windows 10,1249.0,1080,1920,2.8,2.62
Asus,17.3,16,Windows 10,2419.0,1080,1920,2.8,2.9
HP,15.6,8,Windows 7,1561.0,1080,1920,2.6,2.59
HP,13.3,8,Windows 10,1399.0,1080,1920,2.7,1.32
Dell,12.5,16,Windows 10,1859.0,1080,1920,2.8,1.18
HP,15.6,4,No OS,258.0,768,1366,1.5,1.86
Lenovo,15.6,4,No OS,321.99,768,1366,1.1,2.2
Acer,15.6,4,Windows 10,559.0,768,1366,2.5,2.4
Asus,15.6,4,Windows 10,369.0,768,1366,1.6,2.2
Lenovo,15.6,4,Windows 10,299.0,768,1366,2.2,2.2
Dell,15.6,16,Windows 10,879.01,1080,1920,2.6,2.59
Dell,15.6,8,Windows 10,1498.0,2160,3840,2.8,2.62
Dell,15.6,4,Linux,274.9,768,1366,1.6,2.2
Lenovo,13.3,8,Windows 10,1010.0,1080,1920,2.7,1.4
Lenovo,13.3,8,Windows 10,1825.0,1080,1920,2.5,1.37
HP,14.0,8,Windows 10,1031.0,1080,1920,1.8,1.63
Lenovo,15.6,16,Windows 10,1749.0,1080,1920,2.8,3.2
Lenovo,14.0,16,Windows 7,2620.0,1440,2560,2.6,1.1
Asus,17.3,16,No OS,998.0,1080,1920,2.6,4.0
Dell,15.6,8,Windows 10,1195.0,1080,1920,2.5,2.65
Lenovo,11.3,8,Windows 10,1299.0,1080,1920,1.2,1.1
Lenovo,15.6,4,Windows 10,549.0,1080,1920,2.5,1.9
MSI,17.3,16,Windows 10,2399.0,1080,1920,2.7,3.78
Acer,15.6,8,Windows 10,951.0,1080,1920,1.8,3.0
Lenovo,14.0,16,Windows 10,1749.0,1080,1920,2.7,1.38
Dell,15.6,16,Windows 10,1349.0,1080,1920,2.8,2.65
Lenovo,15.6,16,Windows 10,2449.0,1080,1920,2.9,2.5
Dell,17.3,16,Windows 10,2758.0,1440,2560,2.7,4.36
MSI,17.3,16,Windows 10,1890.0,1080,1920,2.8,2.8
Asus,15.6,8,Windows 10,949.0,1080,1920,2.8,2.2
HP,15.6,8,Windows 10,752.0,1080,1920,2.7,1.84
HP,15.6,6,Windows 10,764.0,768,1366,2.5,2.19
Dell,15.6,8,Windows 10,985.0,1080,1920,2.5,2.62
Mediacom,14.0,4,Windows 10,389.0,1080,1920,1.1,1.45
Acer,15.6,4,Linux,441.8,768,1366,2.5,2.4
Lenovo,15.6,4,Windows 10,621.45,1080,1920,2.5,2.1
Acer,13.3,8,Windows 10,989.0,1080,1920,1.2,1.12
Asus,17.3,16,Windows 10,1549.0,1080,1920,3.0,3.2
Dell,15.6,8,Windows 10,638.8,1080,1920,2.5,2.36
Dell,15.6,4,Windows 10,369.0,768,1366,1.6,2.2
Acer,15.6,4,Linux,390.0,768,1366,2.0,2.1
Dell,15.6,16,Windows 10,1899.0,1080,1920,2.8,2.06
Lenovo,15.6,8,Windows 7,895.0,1080,1920,2.5,2.32
Dell,15.6,4,Windows 10,617.9,768,1366,2.0,2.18
Dell,15.6,8,Windows 10,1130.33,1080,1920,1.8,2.16
Lenovo,14.0,2,Windows 10,249.0,768,1366,1.6,1.42
Asus,15.6,4,Windows 10,369.0,768,1366,1.6,2.2
Asus,15.6,8,Windows 10,1099.0,1080,1920,2.5,2.37
Lenovo,11.6,4,Windows 10,475.0,768,1366,1.6,1.4
Dell,15.6,8,Windows 10,836.0,1080,1920,2.5,2.18
Lenovo,15.6,4,Windows 10,579.0,1080,1920,2.0,2.2
HP,14.0,4,Windows 10,973.0,768,1366,2.5,1.64
MSI,17.3,8,Windows 10,1511.19,1080,1920,2.6,2.9
Acer,15.6,4,Chrome OS,359.0,1080,1920,1.5,2.2
Dell,15.6,8,Windows 10,949.0,1080,1920,2.5,2.65
HP,14.0,8,Windows 10,812.0,1080,1920,1.6,1.63
Asus,15.6,8,Windows 10,1339.0,1080,1920,2.8,2.24
Acer,14.0,8,Windows 10,619.0,1080,1920,2.4,1.5
HP,14.0,8,Windows 10,1084.0,1080,1920,1.8,1.63
Dell,13.3,8,Windows 10,1841.85,1080,1920,1.6,1.42
Dell,15.6,8,Windows 10,1207.0,1080,1920,2.7,2.0
Dell,12.5,4,Windows 7,1166.97,768,1366,2.3,1.5
Asus,15.6,4,Windows 10,586.19,768,1366,2.5,2.0
MSI,17.3,16,Windows 10,2199.0,1080,1920,2.7,4.14
MSI,15.6,8,Windows 10,1089.0,1080,1920,2.5,2.2
Razer,17.3,32,Windows 10,5499.0,2160,3840,2.9,3.49
Asus,15.6,8,Windows 10,1118.0,1080,1920,1.8,1.7
Dell,15.6,8,Windows 10,919.0,1080,1920,1.8,2.2
MSI,17.3,16,Windows 10,1545.64,1080,1920,2.7,3.78
Acer,15.6,4,Linux,412.0,768,1366,2.0,2.1
HP,14.0,6,Windows 10,659.0,1080,1920,2.5,1.58
Asus,15.6,8,Windows 10,906.62,1080,1920,2.5,1.99
HP,14.0,8,Windows 10,1750.0,1080,1920,2.7,1.36
HP,17.3,8,Windows 10,1018.0,1080,1920,1.8,2.5
Toshiba,15.6,8,Windows 10,1064.0,1080,1920,2.5,2.0
Dell,14.0,4,Windows 10,755.0,768,1366,2.3,1.76
HP,12.5,8,Windows 10,1669.0,1080,1920,2.3,1.26
Lenovo,14.0,8,Windows 10,2499.0,1080,1920,2.7,1.13
HP,13.3,8,Windows 10,1189.0,1080,1920,2.5,1.34
Lenovo,15.6,4,No OS,369.0,768,1366,2.0,2.2
Dell,15.6,8,Windows 10,663.0,1080,1920,1.6,1.9
Lenovo,14.0,8,Windows 10,1669.0,1080,1920,2.5,1.8
Asus,15.6,4,Linux,398.99,768,1366,1.1,2.0
Dell,15.6,8,Windows 10,1099.0,1080,1920,2.8,2.62
HP,17.3,8,Windows 10,914.0,1080,1920,1.6,2.5
Dell,15.6,8,Linux,647.0,1080,1920,1.6,2.2
Apple,13.3,8,macOS,1803.6,1600,2560,3.1,1.37
Acer,11.6,4,Chrome OS,379.0,768,1366,1.6,1.25
HP,14.0,8,Windows 10,389.0,768,1366,1.6,1.94
HP,15.6,4,Windows 10,398.49,1080,1920,2.5,1.86
