Company,Inches,Memory,OpSys,Price_euros,height,width,Clock,Weight_in_kg
Dell,15.6,4,Windows 10,657.0,1080,1920,2.5,2.18
Dell,13.3,8,Linux,1099.0,1800,3200,2.4,1.23
Lenovo,15.6,4,Windows 10,349.0,1080,1920,1.1,2.2
MSI,17.3,16,Windows 10,1948.99,1080,1920,2.6,2.43
Toshiba,14.0,16,Windows 10,1764.0,1080,1920,2.6,1.47
Toshiba,15.6,4,Windows 10,669.0,768,1366,2.4,2.0
Toshiba,13.3,4,Windows 10,1195.0,1080,1920,2.3,1.2
Lenovo,14.0,4,Windows 10,699.0,1080,1920,2.5,1.7
Asus,15.6,8,Windows 10,1265.0,1080,1920,2.8,2.5
Lenovo,15.6,12,Windows 10,899.0,1080,1920,3.6,2.2
HP,14.0,4,Windows 10,1189.0,768,1366,2.5,2.31
Acer,15.6,8,Windows 10,469.0,1080,1920,2.2,2.23
Acer,15.6,4,Windows 10,447.0,768,1366,2.0,2.1
Acer,15.6,4,Windows 10,451.0,768,1366,3.0,2.1
Lenovo,14.0,12,Windows 7,2299.0,1080,1920,2.6,1.4
Lenovo,15.6,4,Windows 10,685.0,1080,1920,1.6,2.05
Asus,12.5,4,Chrome OS,669.0,1080,1920,0.9,1.2
MSI,17.3,8,Windows 10,1486.77,1080,1920,2.8,2.7
Lenovo,10.1,4,Android,319.0,1200,1920,1.44,0.69
Dell,17.3,16,Windows 10,1799.0,1080,1920,2.7,2.77
Dell,13.3,8,Windows 10,1268.0,1800,3200,2.5,1.3
Dell,15.6,8,Windows 10,719.0,1080,1920,1.6,2.2
Dell,15.6,8,Windows 10,739.0,1080,1920,2.0,2.0
Lenovo,14.0,8,Windows 10,1186.0,1080,1920,2.3,1.7
HP,15.6,8,Windows 10,1738.27,1080,1920,2.8,2.6
HP,15.6,4,Windows 10,399.0,768,1366,2.5,1.86
Lenovo,15.6,8,No OS,869.0,1080,1920,2.8,2.4
HP,13.3,8,Windows 10,1999.0,2160,3840,1.8,1.29
Asus,14.1,4,Windows 10,348.0,768,1366,1.1,1.65
Dell,14.0,8,Windows 10,1962.98,1440,2560,2.6,1.5
MSI,15.6,8,Windows 10,1191.8,1080,1920,2.8,2.2
Lenovo,14.0,16,Windows 10,2625.0,1440,2560,2.7,1.13
Acer,15.6,4,Windows 10,639.0,1080,1920,2.7,2.2
Lenovo,15.6,8,No OS,573.0,1080,1920,2.5,2.3
HP,14.0,8,Windows 10,1292.0,1080,1920,2.7,1.48
Dell,13.3,8,Windows 10,979.0,1080,1920,1.6,1.22
Lenovo,13.3,8,Windows 10,1499.0,1080,1920,1.8,1.19
Lenovo,14.0,4,Windows 10,249.0,768,1366,1.1,1.44
Lenovo,14.0,8,Windows 10,1875.0,1080,1920,2.5,1.13
Dell,13.3,16,Windows 10,1649.0,1080,1920,1.3,1.22
Lenovo,13.3,8,Windows 10,949.0,1080,1920,2.5,1.44
Dell,14.0,4,Windows 10,585.0,768,1366,2.0,1.76
Lenovo,15.6,8,Windows 10,1390.0,1080,1920,2.5,1.95
Dell,14.0,8,Windows 10,1680.0,1080,1920,2.8,1.36
Dell,15.6,4,Windows 10,684.99,768,1366,2.5,2.18
HP,11.6,4,Chrome OS,385.0,768,1366,1.6,1.23
Toshiba,13.3,8,Windows 10,1095.0,768,1366,2.3,1.2
HP,15.6,4,Windows 10,398.99,1080,1920,1.6,1.86
Dell,15.6,16,Windows 10,2868.99,2160,3840,2.8,4.42
Lenovo,15.6,8,Windows 10,459.0,768,1366,2.0,2.2
Lenovo,15.6,8,Windows 10,1049.6,1080,1920,2.3,2.3
HP,15.6,4,Windows 10,488.69,768,1366,2.5,1.86
Dell,15.6,8,Windows 10,459.0,768,1366,2.4,2.3
Dell,15.6,8,Windows 10,985.0,1080,1920,1.8,2.2
HP,17.3,12,Windows 10,1749.0,1080,1920,2.8,3.74
Lenovo,15.6,8,Windows 10,1272.0,1080,1920,2.6,2.6
HP,13.3,8,Windows 10,1699.0,1800,3200,1.1,1.16
HP,13.3,16,Windows 10,2049.0,2160,3840,2.7,1.3
Lenovo,14.0,16,Windows 10,2299.0,1080,1920,2.7,1.7
Dell,15.6,4,Windows 10,599.0,768,1366,2.5,2.25
Lenovo,13.3,16,Windows 10,1499.0,1800,3200,2.5,1.3
Asus,12.5,16,Windows 10,1950.0,1080,1920,2.7,0.91
HP,14.0,4,Windows 10,1082.0,1080,1920,2.7,1.48
Lenovo,13.3,8,Windows 10,1757.42,1080,1920,2.7,1.37
Lenovo,12.5,8,Windows 10,1760.0,1080,1920,2.6,1.36
Lenovo,15.6,4,Windows 10,535.0,1080,1920,2.3,2.2
Lenovo,14.0,8,Windows 10,1903.0,1080,1920,2.8,1.96
Acer,15.6,4,Windows 10,619.0,768,1366,2.5,2.23
Asus,15.6,8,Windows 10,977.0,1080,1920,2.5,1.7
Lenovo,15.6,8,Windows 10,899.0,1080,1920,2.7,2.2
Dell,15.6,16,Windows 10,2813.75,1080,1920,2.9,3.49
Lenovo,14.0,4,Windows 10,990.0,768,1366,2.5,2.02
Acer,15.6,4,Linux,361.8,768,1366,2.0,2.4
Apple,15.4,16,macOS,2858.0,1800,2880,2.9,1.83
Asus,14.0,4,Windows 10 S,277.99,768,1366,1.5,1.65
HP,15.6,8,Windows 10,1165.0,1080,1920,2.3,2.31
Dell,15.6,12,Windows 10,1299.0,1080,1920,2.7,2.19
Dell,15.6,2,Windows 10,379.0,768,1366,1.6,2.2
Lenovo,14.0,16,Windows 10,2824.0,1440,2560,2.7,1.42
Lenovo,15.6,4,No OS,270.62,768,1366,1.1,1.9
Lenovo,14.0,2,Windows 10,229.0,768,1366,1.6,1.5
Toshiba,15.6,8,Windows 10,1399.0,1080,1920,2.5,2.2
Dell,15.6,16,Linux,1049.0,1080,1920,1.8,2.02
Asus,17.3,16,Windows 10,2122.0,1080,1920,2.8,2.9
Lenovo,15.6,8,Windows 10,898.9,1080,1920,1.8,2.17
Asus,15.6,4,Windows 10,369.0,768,1366,1.6,2.2
Lenovo,12.5,8,Windows 10,1399.0,1440,2560,1.2,0.99
Asus,15.6,24,Windows 10,2968.0,1080,1920,2.8,2.24
Dell,15.6,8,Windows 10,2408.0,1080,1920,2.8,1.78
Asus,13.3,8,Windows 10,1315.0,1080,1920,1.6,1.1
Dell,15.6,8,Windows 10,745.0,1080,1920,2.7,2.2
Lenovo,14.0,4,Windows 10,785.0,1080,1920,2.5,1.87
Lenovo,15.6,8,Windows 10,1196.0,1080,1920,2.6,3.31
Dell,15.6,4,Windows 10,481.98,768,1366,2.3,2.06
HP,14.0,8,Windows 10,2229.0,1080,1920,2.5,1.43
HP,12.5,4,Windows 7,1599.0,768,1366,2.3,2.4
Acer,11.6,4,Chrome OS,389.0,768,1366,1.6,1.25
Dell,15.6,4,Linux,521.86,768,1366,2.5,2.18
Lenovo,15.6,6,Windows 10,579.0,1080,1920,2.5,2.2
Dell,15.6,8,Windows 10,810.0,768,1366,2.5,1.95
Acer,15.6,8,Windows 10,832.0,1080,1920,2.7,2.2
Apple,13.3,8,Mac OS X,1099.0,900,1440,1.6,1.35
Google,12.3,16,Chrome OS,2199.0,1600,2400,1.3,1.1
HP,15.6,6,Windows 10,549.99,1080,1920,2.9,2.04
HP,15.6,8,Windows 10,1269.0,1080,1920,2.7,1.9
Dell,17.3,8,Windows 10,979.0,1080,1920,1.6,2.8
HP,17.3,16,Windows 7,4389.0,1080,1920,2.9,3.0
HP,15.6,8,Windows 10,2103.34,1080,1920,2.4,1.84
Lenovo,14.0,12,Windows 10,1858.0,1440,2560,2.6,1.4
Dell,13.3,8,Windows 10,1379.0,1080,1920,2.4,1.23
HP,15.6,6,Windows 10,549.99,1080,1920,2.9,2.04
Dell,15.6,4,Windows 10,545.67,768,1366,2.0,2.2
Asus,17.3,16,Windows 10,2150.0,1080,1920,2.6,4.3
Dell,15.6,16,Windows 10,2399.0,2160,3840,2.8,2.06
Asus,13.3,8,Windows 10,1280.0,1080,1920,2.5,1.45
Dell,15.6,4,Linux,393.49,768,1366,1.6,2.2
Acer,15.6,4,Windows 10,333.0,768,1366,2.0,2.1
HP,15.6,8,Windows 10,2064.9,1080,1920,2.8,3.14
Asus,15.6,4,Windows 10,403.0,768,1366,3.0,2.03
Dell,13.3,8,Windows 10,1899.0,1080,1920,1.2,1.24
Toshiba,14.0,4,Windows 10,1090.0,768,1366,2.5,1.25
HP,15.6,4,Windows 10,398.0,1080,1920,2.5,2.1
Xiaomi,13.3,8,Windows 10,935.0,1080,1920,2.3,1.28
HP,15.6,8,Windows 10,1018.99,1080,1920,2.7,2.04
Lenovo,15.6,4,Windows 10,498.0,768,1366,2.5,1.9
HP,15.6,4,Windows 10,485.0,768,1366,2.5,1.86
Lenovo,15.6,8,No OS,1149.0,1080,1920,2.8,2.4
Lenovo,14.0,4,Windows 10,638.0,1080,1920,2.5,1.8
HP,13.3,8,Windows 10,1119.0,1080,1920,2.7,1.38
HP,17.3,16,Windows 10,1498.0,1080,1920,2.8,3.78
HP,15.6,4,Windows 10,478.89,1080,1920,2.5,1.91
HP,13.3,8,Windows 10,1103.0,1080,1920,1.8,1.49
Dell,15.6,8,Windows 10,899.0,1080,1920,2.8,2.62
Acer,15.6,8,Linux,879.0,1080,1920,2.8,2.5
Dell,13.3,8,Windows 10,1949.0,2160,3840,1.8,1.21
MSI,17.3,16,Windows 10,1598.0,1080,1920,2.8,2.7
Asus,14.0,16,Windows 10,1495.0,1080,1920,1.8,1.3
HP,13.3,4,Windows 10,800.0,768,1366,2.4,1.49
HP,15.6,8,Windows 10,1070.0,1080,1920,2.7,2.04
HP,15.6,8,Windows 10,1534.0,1080,1920,2.9,2.31
Lenovo,13.9,8,Windows 10,1849.0,1080,1920,1.8,1.37
Dell,15.6,8,Linux,929.0,1080,1920,2.8,2.62
Lenovo,14.0,16,Windows 10,2440.0,1440,2560,2.6,2.8
HP,13.3,4,Windows 10,1700.0,1080,1920,2.5,1.28
Razer,14.0,16,Windows 10,3499.0,1080,1920,2.8,1.95
Fujitsu,15.6,8,Windows 10,799.0,768,1366,2.5,2.2
Lenovo,15.6,16,Windows 10,1129.0,1080,1920,2.8,2.4
HP,13.3,8,Windows 10,1690.0,1080,1920,2.3,1.16
HP,15.6,4,Windows 10,722.0,1080,1920,1.6,2.1
Dell,15.6,16,Windows 10,1249.26,1080,1920,2.8,2.56
Google,12.3,8,Chrome OS,1275.0,1600,2400,1.2,1.1
Lenovo,15.6,8,Windows 10,1109.0,1080,1920,2.8,2.5
Dell,15.6,6,Windows 10,459.0,768,1366,2.4,2.3
Lenovo,15.6,16,Windows 10,1029.0,1080,1920,2.6,2.6
Lenovo,15.6,4,Windows 10,499.0,1080,1920,2.0,2.2
Dell,15.6,4,Windows 10,708.06,768,1366,2.5,2.18
Lenovo,12.5,16,Windows 10,1798.0,1080,1920,2.7,1.36
Lenovo,15.6,4,Windows 7,825.0,1080,1920,2.5,2.32
HP,12.5,8,Windows 10,2014.0,2160,3840,1.2,0.97
Lenovo,15.6,8,Windows 10,1144.5,1080,1920,1.6,2.1
Lenovo,14.0,8,Windows 10,1488.99,1080,1920,2.6,1.7
Dell,12.5,8,Windows 7,1713.37,1080,1920,2.4,1.26
Dell,17.3,32,Windows 10,3147.37,2160,3840,2.8,4.42
Lenovo,14.0,8,No OS,799.0,1080,1920,2.7,1.5
Dell,15.6,16,Windows 10,2397.0,2160,3840,2.8,2.06
Lenovo,15.6,8,Windows 10,1299.0,1080,1920,2.8,2.0
Toshiba,15.6,4,Windows 10,602.0,768,1366,2.3,2.1
HP,15.6,8,Windows 10,1900.0,1080,1920,2.4,1.84
Toshiba,13.3,4,Windows 7,1195.0,1080,1920,2.3,1.2
HP,13.3,8,Windows 10,959.0,1080,1920,1.6,1.49
Lenovo,15.6,8,Windows 10,669.0,1080,1920,2.5,2.2
Lenovo,17.3,8,No OS,849.0,1080,1920,1.8,2.8
Dell,15.6,8,Windows 10,1829.0,1080,1920,2.8,2.0
Dell,15.6,8,Linux,805.99,768,1366,2.7,2.3
Lenovo,15.6,4,Windows 10,306.0,768,1366,1.1,2.2
Lenovo,15.6,8,No OS,629.0,1080,1920,2.5,2.2
Acer,15.6,8,Windows 10,742.0,1080,1920,2.7,2.23
Dell,15.6,16,Windows 10,2774.63,1080,1920,2.8,3.21
HP,15.6,8,Windows 10,559.0,768,1366,2.5,2.04
Lenovo,14.0,2,Windows 10,229.0,768,1366,1.6,1.5
Dell,13.3,8,Windows 10,1477.0,1800,3200,2.7,1.29
Asus,13.3,16,Windows 10,1748.9,1080,1920,2.7,1.1
Asus,15.6,8,Windows 10,787.0,1080,1920,2.7,2.3
Dell,13.3,16,Windows 10,1279.0,1080,1920,1.8,1.62
HP,17.0,8,Windows 10,520.9,900,1600,3.0,2.6
Apple,13.3,8,macOS,898.94,900,1440,1.8,1.34
Lenovo,13.3,8,Windows 10,1399.0,1080,1920,2.5,1.37
Toshiba,13.3,16,Windows 10,1877.0,1080,1920,2.5,1.36
Asus,15.6,16,Windows 10,1600.0,1080,1920,2.8,2.5
Dell,14.0,8,Windows 10,1775.0,1080,1920,2.8,1.36
HP,15.6,8,Windows 7,1579.0,1080,1920,2.3,1.88
Lenovo,15.6,8,No OS,709.0,1080,1920,2.7,2.2
Dell,15.6,4,Windows 10,749.0,1080,1920,1.6,2.2
HP,17.3,8,Windows 7,3949.4,1080,1920,2.6,3.0
HP,15.6,6,Windows 10,539.0,1080,1920,2.0,2.04
Samsung,12.3,4,Chrome OS,659.0,1600,2400,2.0,1.15
Lenovo,13.3,4,Chrome OS,459.9,768,1366,1.6,1.45
Toshiba,13.3,8,Windows 10,1213.0,1080,1920,2.3,1.2
HP,17.3,6,Windows 10,655.01,1080,1920,2.5,2.71
Dell,17.3,32,Windows 10,2800.0,1080,1920,2.6,4.42
Lenovo,15.6,4,No OS,468.0,1080,1920,2.5,2.2
Lenovo,15.6,4,Windows 10,829.0,1080,1920,1.6,1.8
Lenovo,14.0,4,Windows 10,638.0,1080,1920,2.5,1.8
Dell,15.6,16,Windows 10,1285.0,1080,1920,1.8,2.0
Lenovo,14.0,8,Windows 10,2330.0,1440,2560,2.5,1.42
Lenovo,14.0,4,Windows 10,274.0,768,1366,1.6,1.43
HP,14.0,4,Windows 10,1590.0,1080,1920,2.5,1.48
Mediacom,13.3,4,Windows 10,255.0,1080,1920,1.44,1.35
Asus,15.6,4,Windows 10,419.0,768,1366,1.1,1.86
Lenovo,17.3,32,Windows 10,2663.0,1080,1920,2.7,4.6
Asus,15.6,16,Windows 10,1339.0,1080,1920,2.6,2.59
Dell,17.3,8,Linux,889.0,1080,1920,1.6,2.8
MSI,15.6,16,Windows 10,1819.0,1080,1920,2.6,2.94
Dell,13.3,8,Windows 10,1399.0,1800,3200,1.8,1.2
Dell,14.0,8,Windows 10,1126.71,768,1366,2.5,1.6
Dell,15.6,8,Windows 10,889.0,1080,1920,2.5,2.36
Lenovo,15.6,4,Windows 10,565.0,768,1366,2.0,2.3
Acer,13.3,8,Windows 10,847.0,1080,1920,1.6,1.5
Dell,15.6,4,Windows 10,795.99,1080,1920,2.3,2.08
Lenovo,17.3,8,Windows 10,2999.0,1080,1920,2.8,3.4
Toshiba,14.0,8,Windows 10,1535.0,1080,1920,2.5,1.25
Lenovo,15.6,8,No OS,1017.0,1080,1920,2.5,2.5
HP,13.3,16,Windows 10,1399.0,1800,3200,2.7,1.42
Dell,15.6,8,Windows 7,1062.95,1080,1920,2.4,2.09
Dell,15.6,6,Windows 10,439.0,768,1366,2.4,2.3
Acer,15.6,12,Windows 10,693.99,768,1366,1.6,2.2
Apple,12.0,8,Mac OS X,1165.0,1440,2304,1.2,0.92
Lenovo,15.6,4,Windows 10,1055.0,768,1366,2.5,2.38
Lenovo,14.0,8,Windows 10,938.0,1080,1920,2.5,1.9
Asus,17.3,4,Windows 10,470.34,768,1366,1.1,2.8
HP,15.6,12,Windows 10,1327.0,1080,1920,2.8,2.21
Dell,13.3,8,Windows 10,1624.0,1800,3200,2.5,1.29
Lenovo,14.0,16,Windows 10,2450.0,1080,1920,2.7,1.14
Dell,15.6,4,Linux,443.9,768,1366,2.0,2.18
Toshiba,13.3,8,Windows 10,1535.0,1080,1920,2.4,1.2
Lenovo,15.6,4,No OS,489.9,768,1366,2.5,1.9
HP,17.3,4,Windows 10,699.0,1080,1920,2.0,2.5
Asus,15.6,6,Windows 10,577.0,1080,1920,2.4,2.0
Dell,11.6,4,Windows 10,744.0,768,1366,1.1,1.63
Toshiba,13.3,16,Windows 10,1747.0,1080,1920,2.5,1.2
Lenovo,13.9,8,Windows 10,1599.0,1080,1920,1.6,1.4
HP,15.6,4,Windows 10,1199.0,768,1366,2.3,2.31
HP,15.6,4,No OS,499.0,768,1366,2.5,1.96
HP,14.0,4,Windows 10,1149.0,768,1366,2.3,1.95
Asus,15.6,8,Windows 10,581.9,1080,1920,1.1,2.0
Dell,15.6,16,Windows 10,1845.0,2160,3840,2.8,2.65
HP,15.6,8,Windows 10,598.0,768,1366,2.7,2.05
HP,15.6,8,Windows 10,979.0,1080,1920,2.7,1.91
Asus,15.6,4,Linux,389.0,1080,1920,2.0,2.0
Lenovo,17.3,16,Windows 7,2968.0,2160,3840,2.7,2.4
Asus,15.6,4,Windows 10,398.99,768,1366,2.4,2.37
Asus,14.0,4,Windows 10,286.0,768,1366,1.1,1.5
Lenovo,15.6,16,Windows 10,1179.0,1080,1920,2.8,2.5
Dell,15.6,8,Windows 10,539.95,768,1366,2.5,2.14
Asus,17.3,16,Windows 10,1591.0,1080,1920,2.8,3.0
Dell,11.6,4,Windows 10,603.0,768,1366,1.0,1.39
HP,15.6,8,Windows 10,899.0,1080,1920,2.8,2.62
HP,15.6,8,Windows 7,1495.0,1080,1920,2.5,1.9
Razer,14.0,16,Windows 10,2599.0,1080,1920,2.8,1.95
Lenovo,15.6,8,No OS,599.0,1080,1920,2.3,2.32
Lenovo,15.6,8,Windows 10,1399.0,1080,1920,2.8,3.2
HP,15.6,8,Windows 10,690.0,1080,1920,2.5,1.86
Apple,12.0,8,macOS,1262.4,1440,2304,1.2,0.92
Lenovo,14.0,8,Windows 10,1637.0,1440,2560,2.3,1.36
MSI,15.6,16,Windows 10,1929.0,1080,1920,2.6,1.8
Asus,15.6,8,Windows 10,1350.0,1080,1920,2.8,1.99
Acer,15.6,8,Linux,846.0,1080,1920,2.8,2.4
Lenovo,15.6,8,No OS,779.0,1080,1920,2.5,2.4
Asus,13.3,8,Windows 10,1129.0,1800,3200,2.5,1.2
Lenovo,17.3,8,No OS,589.0,900,1600,2.5,2.8
Vero,14.0,4,Windows 10,202.9,1080,1920,1.1,1.22
Lenovo,15.6,4,Windows 10,977.0,1080,1920,2.3,2.3
Dell,15.6,4,Windows 10,912.5,1080,1920,2.5,2.18
HP,15.6,8,Windows 10,1144.0,1080,1920,2.5,1.84
HP,17.3,8,Windows 10,1200.0,1080,1920,2.7,2.63
Lenovo,15.6,8,Windows 10,1299.0,1080,1920,2.8,3.2
HP,15.6,4,Windows 10,769.99,768,1366,2.4,2.04
Dell,11.6,4,Windows 10,479.0,768,1366,1.6,1.47
Lenovo,14.0,8,Windows 10,1859.0,1080,1920,2.7,1.32
Lenovo,15.6,8,Windows 10,880.0,1080,1920,1.8,2.05
Asus,13.3,8,Windows 10,1150.0,1800,3200,2.5,1.4
Lenovo,15.6,4,Windows 10,493.0,768,1366,2.3,2.1
Acer,17.3,4,Windows 10,805.0,1080,1920,1.6,3.0
HP,15.6,4,Windows 10,489.0,1080,1920,3.0,2.1
Asus,17.3,16,Windows 10,1529.0,1080,1920,2.8,2.9
Lenovo,15.6,8,Windows 10,429.0,768,1366,3.6,2.2
HP,17.3,8,Windows 10,1129.0,1080,1920,2.3,3.35
Dell,13.3,8,Windows 10,1599.0,2160,3840,1.6,1.21
Toshiba,13.3,8,Windows 10,1590.0,1080,1920,2.3,1.2
HP,12.5,4,Windows 10,1559.0,768,1366,2.5,1.26
Lenovo,15.6,16,Windows 10,1199.0,1080,1920,2.8,2.4
Lenovo,15.6,16,No OS,1398.0,1080,1920,2.8,2.4
Apple,13.3,8,Mac OS X,998.0,900,1440,1.6,1.35
Asus,15.6,12,Windows 10,839.0,1080,1920,2.7,2.3
HP,13.3,8,Windows 10,1323.0,1080,1920,2.7,1.34
Asus,15.6,4,Windows 10,720.32,768,1366,2.5,2.2
Acer,15.6,8,Windows 10,689.0,1080,1920,1.8,2.2
HP,15.6,8,Windows 10,900.0,1080,1920,2.7,2.04
Asus,15.6,8,Windows 10,839.0,1080,1920,2.5,2.5
Lenovo,15.6,16,Windows 7,2370.0,2160,3840,2.7,2.5
Asus,17.3,8,Windows 10,1145.0,1080,1920,1.8,2.1
Dell,15.6,4,Windows 10,498.9,1080,1920,2.0,2.2
Dell,15.6,8,Windows 10,844.0,1080,1920,1.6,2.33
HP,15.6,8,Windows 10,1219.0,1080,1920,2.7,1.84
Dell,15.6,8,Windows 10,1369.0,1080,1920,2.6,2.23
Acer,15.6,4,Windows 10,363.51,768,1366,1.1,2.1
Asus,17.3,16,Windows 10,1799.0,1080,1920,2.6,2.73
Asus,11.6,2,Windows 10,191.9,768,1366,1.44,0.98
Acer,14.0,8,Windows 10,919.0,1080,1920,2.5,1.8
Dell,15.6,8,Windows 10,2250.68,2160,3840,2.3,2.04
Lenovo,14.0,16,Windows 10,2099.0,1440,2560,2.6,1.1
HP,13.3,16,Windows 10,1965.0,1800,3200,1.2,1.16
Asus,15.6,4,Windows 10,720.32,768,1366,2.5,2.2
HP,15.6,4,Windows 10,612.61,768,1366,2.5,1.86
HP,11.6,4,Windows 10,775.0,768,1366,1.1,1.45
Dell,17.3,8,Windows 10,1085.0,1080,1920,1.8,2.8
HP,15.6,8,Windows 10,979.0,1080,1920,2.7,2.04
HP,15.6,4,Windows 10,689.0,1080,1920,2.7,2.1
Dell,13.3,8,Windows 10,899.0,1080,1920,2.5,1.29
Lenovo,10.1,4,Windows 10,646.27,1200,1920,1.44,0.69
Asus,15.6,12,Windows 10,1299.0,2160,3840,2.6,2.06
Asus,15.6,4,Windows 10,449.0,768,1366,1.1,2.0
HP,15.6,8,Windows 10,539.0,1080,1920,2.0,1.86
Asus,15.6,4,Windows 10,469.0,768,1366,3.0,1.68
Lenovo,15.6,8,Windows 10,999.0,1080,1920,2.5,2.5
HP,17.3,8,Windows 10,639.9,900,1600,2.0,2.5
HP,15.6,6,Windows 10,799.0,1080,1920,2.6,2.18
Dell,17.3,8,Linux,1099.0,1080,1920,1.8,2.8
Dell,17.3,16,Windows 10,3154.0,2160,3840,2.8,4.36
Acer,11.6,2,Chrome OS,174.0,768,1366,1.5,1.3
Lenovo,14.0,8,Windows 10,2282.0,1440,2560,2.7,1.13
HP,12.5,8,Windows 10,1389.0,768,1366,2.6,1.26
Lenovo,13.9,16,Windows 10,2099.0,2160,3840,1.8,1.4
Acer,15.6,4,Linux,298.0,768,1366,1.1,2.1
Dell,15.6,8,Windows 10,638.99,768,1366,2.5,2.36
Lenovo,15.6,4,No OS,479.0,1080,1920,2.0,2.2
Dell,15.6,4,Linux,523.63,768,1366,2.3,2.09
HP,15.6,8,Windows 10,598.99,1080,1920,2.5,1.96
MSI,17.3,8,Windows 10,1199.0,1080,1920,2.8,2.7
MSI,15.6,8,Windows 10,1169.0,1080,1920,2.6,2.3
Acer,15.6,4,Windows 10,469.0,768,1366,2.0,2.2
MSI,15.6,16,Windows 10,2241.5,1080,1920,2.8,1.8
HP,14.0,4,Windows 10,1000.0,1080,1920,2.3,1.54
Acer,15.6,8,Windows 10,799.0,1080,1920,2.5,2.4
HP,15.6,8,Windows 10,629.0,768,1366,2.7,2.04
HP,15.6,6,Windows 10,549.99,1080,1920,2.9,2.04
Lenovo,15.6,8,Windows 10,850.66,1080,1920,2.5,2.3
Lenovo,10.1,4,Windows 10,479.0,1200,1920,1.44,0.69
